kategoriNama;gudangId;gudangNama;propNama;TahunBulan;jumEks
ADMINISTRASI PAROKI;\N;\N;DIY;2022-08;1
ADMINISTRASI PAROKI;\N;\N;DIY;2024-08;2
ADMINISTRASI PAROKI;\N;\N;JATENG;2020-09;2
ADMINISTRASI PAROKI;\N;\N;JATENG;2021-10;1
ADMINISTRASI PAROKI;\N;\N;JATENG;2023-01;3
ADMINISTRASI PAROKI;\N;\N;JATENG;2023-02;10
ADMINISTRASI PAROKI;\N;\N;JATENG;2023-03;2
ADMINISTRASI PAROKI;\N;\N;JATENG;2023-06;3
ADMINISTRASI PAROKI;\N;\N;JATENG;2023-08;4
ADMINISTRASI PAROKI;\N;\N;JATENG;2023-09;1
ADMINISTRASI PAROKI;\N;\N;JATENG;2023-10;1
ADMINISTRASI PAROKI;\N;\N;JATENG;2023-11;5
ADMINISTRASI PAROKI;\N;\N;JATENG;2023-12;2
ADMINISTRASI PAROKI;\N;\N;JATENG;2024-05;1
ADMINISTRASI PAROKI;\N;\N;JATENG;2024-07;1
ADMINISTRASI PAROKI;\N;\N;JATENG;2024-08;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;BABEL;2023-09;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;BALI;2023-08;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;BALI;2023-09;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;BENGKULU;2024-05;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2020-01;3
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2020-04;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2020-08;14
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2021-01;6
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2021-08;6
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2021-09;40
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2021-11;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2021-12;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2022-03;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2022-06;20
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2022-10;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2022-11;24
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2022-12;6
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2023-01;14
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2023-02;24
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2023-03;4
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2023-04;3
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2023-06;11
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2023-07;21
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2023-09;3
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2023-10;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2023-11;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2024-01;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2024-02;3
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2024-03;3
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2024-04;13
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2024-05;7
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2024-06;4
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2024-07;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2024-10;7
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;DIY;2024-11;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JAMBI;2020-06;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2020-02;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2020-05;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2020-06;7
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2020-07;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2020-08;25
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2020-09;13
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2020-10;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2020-11;9
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2020-12;9
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2021-01;29
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2021-03;7
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2021-04;21
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2021-05;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2021-06;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2021-08;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2021-09;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2021-10;3
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2021-11;6
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2022-01;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2022-04;16
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2022-05;8
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2022-06;11
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2022-08;11
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2022-09;7
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2022-11;6
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2022-12;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-01;74
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-02;9
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-03;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-04;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-05;8
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-06;23
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-07;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-08;18
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-09;9
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-10;25
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-11;12
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2023-12;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-01;4
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-02;16
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-03;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-04;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-05;20
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-07;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-08;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-09;11
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-10;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATENG;2024-12;14
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATIM;2020-06;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATIM;2020-09;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;JATIM;2024-08;16
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALBAR;2021-01;28
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALSEL;2020-11;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALSEL;2021-04;25
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALSEL;2022-08;20
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALSEL;2023-03;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALSEL;2024-02;7
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALSEL;2024-09;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTENG;2022-03;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTENG;2022-11;6
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTENG;2023-08;15
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2020-03;16
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2020-10;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2020-12;4
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2021-01;4
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2021-02;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2021-03;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2021-06;20
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2021-10;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2021-12;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2023-07;47
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2024-04;15
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2024-06;25
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KALTIM;2024-10;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KEPULAUAN RIAU;2020-07;12
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KEPULAUAN RIAU;2021-02;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KEPULAUAN RIAU;2022-05;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KEPULAUAN RIAU;2023-08;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;KEPULAUAN RIAU;2024-01;8
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;LAMPUNG;2021-03;4
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;LAMPUNG;2022-10;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;MALUKU;2023-07;24
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2020-06;6
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2020-09;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2020-11;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2021-07;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2021-11;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2022-04;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2022-09;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2024-04;6
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2024-10;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;NTT;2024-12;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA BARAT;2020-02;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA BARAT;2020-03;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA BARAT;2021-05;40
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA SELATAN;2021-02;30
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA SELATAN;2022-02;40
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA SELATAN;2023-07;17
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA SELATAN;2023-10;5
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA SELATAN;2024-03;60
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA TENGAH;2020-01;9
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA TENGAH;2022-02;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA TENGAH;2024-07;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;PAPUA TENGAH;2024-10;20
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULBAR;2022-01;4
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULSEL;2020-12;12
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULSEL;2022-05;12
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULSEL;2023-04;6
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULSEL;2023-07;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULSEL;2023-11;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULSEL;2024-09;4
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULUT;2020-01;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULUT;2021-04;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULUT;2021-08;16
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SULUT;2024-02;10
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SUMSEL;2022-05;3
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SUMSEL;2023-03;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SUMSEL;2024-03;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SUMSEL;2024-11;1
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SUMUT;2022-06;2
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SUMUT;2023-01;12
ADMINISTRASI PAROKI;1;GUDANG KANTOR PUSAT;SUMUT;2023-03;6
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;BANTEN;2022-06;2
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-01;5
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-02;8
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-03;5
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-04;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-06;2
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-07;2
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-08;9
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-09;8
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-10;5
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-11;11
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2020-12;3
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-01;8
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-02;8
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-03;6
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-05;15
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-06;21
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-07;21
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-08;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-09;4
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-10;14
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2021-11;9
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-01;5
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-02;11
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-04;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-05;22
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-06;95
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-07;17
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-08;8
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-09;15
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-10;6
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-11;4
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2022-12;10
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-01;8
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-02;22
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-03;13
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-04;5
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-05;6
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-06;4
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-07;11
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-08;18
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-09;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-10;13
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-11;4
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2023-12;4
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2024-01;4
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2024-02;2
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2024-04;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2024-05;9
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2024-06;2
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2024-07;12
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2024-08;2
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2024-10;3
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;DIY;2024-11;2
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATENG;2021-03;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATENG;2021-05;4
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATENG;2022-07;6
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATENG;2022-10;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATENG;2023-01;7
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATENG;2023-06;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATENG;2023-11;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATENG;2023-12;1
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATENG;2024-05;18
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATIM;2023-01;3
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;JATIM;2023-07;11
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;KALBAR;2024-08;20
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;KALBAR;2024-09;75
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;KALTARA;2021-05;5
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;KALTIM;2020-01;4
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;KALTIM;2021-05;3
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;KALTIM;2021-07;3
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;KALTIM;2023-03;6
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;NTT;2020-01;8
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;PAPUA TENGAH;2022-07;6
ADMINISTRASI PAROKI;2;TAMAN KOMUNIKASI PUSAT;SULSEL;2024-07;1
ADMINISTRASI PAROKI;3;KANTOR PEMASARAN JAKARTA;DKI;2022-06;6
ADMINISTRASI PAROKI;3;KANTOR PEMASARAN JAKARTA;DKI;2023-10;5
ADMINISTRASI PAROKI;3;KANTOR PEMASARAN JAKARTA;JABAR;2023-10;1
ADMINISTRASI PAROKI;3;KANTOR PEMASARAN JAKARTA;KALBAR;2021-01;10
ADMINISTRASI PAROKI;3;KANTOR PEMASARAN JAKARTA;PAPUA SELATAN;2024-11;5
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;DIY;2021-11;6
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;DIY;2022-01;1
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;DIY;2022-11;1
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;DKI;2022-06;1
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;DKI;2023-06;4
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;DKI;2023-08;5
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;DKI;2024-05;1
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;JABAR;2021-10;1
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;JABAR;2023-08;4
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;KALBAR;2022-01;4
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;KALBAR;2022-06;6
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;KALTIM;2021-05;10
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;KALTIM;2021-11;10
ADMINISTRASI PAROKI;4;SHOWROOM KPJ;SULSEL;2024-12;7
ADMINISTRASI PAROKI;5;TAMAN KOMUNIKASI KATEDRAL;DKI;2020-01;9
ADMINISTRASI PAROKI;5;TAMAN KOMUNIKASI KATEDRAL;DKI;2020-02;12
ADMINISTRASI PAROKI;5;TAMAN KOMUNIKASI KATEDRAL;DKI;2021-01;25
ADMINISTRASI PAROKI;5;TAMAN KOMUNIKASI KATEDRAL;DKI;2021-11;24
ADMINISTRASI PAROKI;5;TAMAN KOMUNIKASI KATEDRAL;DKI;2022-04;9
ADMINISTRASI PAROKI;5;TAMAN KOMUNIKASI KATEDRAL;DKI;2022-06;12
ADMINISTRASI PAROKI;5;TAMAN KOMUNIKASI KATEDRAL;DKI;2022-07;8
ADMINISTRASI PAROKI;5;TAMAN KOMUNIKASI KATEDRAL;DKI;2022-09;15
ADMINISTRASI PAROKI;6;KANTOR PEMASARAN DISTRIK TANGERANG;BABEL;2024-06;3
ADMINISTRASI PAROKI;6;KANTOR PEMASARAN DISTRIK TANGERANG;BABEL;2024-11;9
ADMINISTRASI PAROKI;6;KANTOR PEMASARAN DISTRIK TANGERANG;BANTEN;2022-03;7
ADMINISTRASI PAROKI;6;KANTOR PEMASARAN DISTRIK TANGERANG;BANTEN;2024-09;3
ADMINISTRASI PAROKI;7;TAMAN KOMUNIKASI ST. MARIA;BANTEN;2024-05;2
ADMINISTRASI PAROKI;7;TAMAN KOMUNIKASI ST. MARIA;DKI;2023-01;3
ADMINISTRASI PAROKI;7;TAMAN KOMUNIKASI ST. MARIA;DKI;2023-02;7
ADMINISTRASI PAROKI;7;TAMAN KOMUNIKASI ST. MARIA;DKI;2023-10;10
ADMINISTRASI PAROKI;7;TAMAN KOMUNIKASI ST. MARIA;DKI;2024-04;15
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2020-01;2
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2020-03;2
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2020-11;14
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2021-01;2
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2021-12;3
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2022-01;2
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2022-02;4
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2022-03;6
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2022-06;9
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2022-07;2
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2023-03;2
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2023-08;1
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2023-11;5
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2023-12;2
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2024-02;3
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2024-05;1
ADMINISTRASI PAROKI;9;KANTOR PEMASARAN BANDUNG;JABAR;2024-10;2
ADMINISTRASI PAROKI;10;KANTOR PEMASARAN SURABAYA;JATIM;2020-01;4
