kategoriNama,propNama,TahunBulan,jumEks,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,rolling_3,rolling_6,rolling_12,year,month,sin_month,cos_month,kategoriCode,propCode
ADMINISTRASI PAROKI,DIY,2023-01-01,22.0,16.0,30.0,7.0,15.0,9.0,17.0,115.0,22.0,1.0,2.0,11.0,6.0,17.666666666666668,15.666666666666666,20.916666666666668,2023,1,0.49999999999999994,0.8660254037844387,0,4
ADMINISTRASI PAROKI,DIY,2023-02-01,46.0,22.0,16.0,30.0,7.0,15.0,9.0,17.0,115.0,22.0,1.0,2.0,11.0,22.666666666666668,16.5,22.25,2023,2,0.8660254037844386,0.5000000000000001,0,4
ADMINISTRASI PAROKI,DIY,2023-03-01,17.0,46.0,22.0,16.0,30.0,7.0,15.0,9.0,17.0,115.0,22.0,1.0,2.0,28.0,22.666666666666668,25.166666666666668,2023,3,1.0,6.123233995736766e-17,0,4
ADMINISTRASI PAROKI,DIY,2023-04-01,8.0,17.0,46.0,22.0,16.0,30.0,7.0,15.0,9.0,17.0,115.0,22.0,1.0,28.333333333333332,23.0,26.416666666666668,2023,4,0.8660254037844387,-0.4999999999999998,0,4
ADMINISTRASI PAROKI,DIY,2023-05-01,6.0,8.0,17.0,46.0,22.0,16.0,30.0,7.0,15.0,9.0,17.0,115.0,22.0,23.666666666666668,23.166666666666668,27.0,2023,5,0.49999999999999994,-0.8660254037844387,0,4
ADMINISTRASI PAROKI,DIY,2023-06-01,15.0,6.0,8.0,17.0,46.0,22.0,16.0,30.0,7.0,15.0,9.0,17.0,115.0,10.333333333333334,19.166666666666668,25.666666666666668,2023,6,1.2246467991473532e-16,-1.0,0,4
ADMINISTRASI PAROKI,DIY,2023-07-01,32.0,15.0,6.0,8.0,17.0,46.0,22.0,16.0,30.0,7.0,15.0,9.0,17.0,9.666666666666666,19.0,17.333333333333332,2023,7,-0.4999999999999997,-0.8660254037844388,0,4
ADMINISTRASI PAROKI,DIY,2023-08-01,18.0,32.0,15.0,6.0,8.0,17.0,46.0,22.0,16.0,30.0,7.0,15.0,9.0,17.666666666666668,20.666666666666668,18.583333333333332,2023,8,-0.8660254037844385,-0.5000000000000004,0,4
ADMINISTRASI PAROKI,DIY,2023-09-01,4.0,18.0,32.0,15.0,6.0,8.0,17.0,46.0,22.0,16.0,30.0,7.0,15.0,21.666666666666668,16.0,19.333333333333332,2023,9,-1.0,-1.8369701987210297e-16,0,4
ADMINISTRASI PAROKI,DIY,2023-10-01,14.0,4.0,18.0,32.0,15.0,6.0,8.0,17.0,46.0,22.0,16.0,30.0,7.0,18.0,13.833333333333334,18.416666666666668,2023,10,-0.8660254037844386,0.5000000000000001,0,4
ADMINISTRASI PAROKI,DIY,2023-11-01,14.0,14.0,4.0,18.0,32.0,15.0,6.0,8.0,17.0,46.0,22.0,16.0,30.0,12.0,14.833333333333334,19.0,2023,11,-0.5000000000000004,0.8660254037844384,0,4
ADMINISTRASI PAROKI,DIY,2023-12-01,4.0,14.0,14.0,4.0,18.0,32.0,15.0,6.0,8.0,17.0,46.0,22.0,16.0,10.666666666666666,16.166666666666668,17.666666666666668,2023,12,-2.4492935982947064e-16,1.0,0,4
ADMINISTRASI PAROKI,DIY,2024-01-01,6.0,4.0,14.0,14.0,4.0,18.0,32.0,15.0,6.0,8.0,17.0,46.0,22.0,10.666666666666666,14.333333333333334,16.666666666666668,2024,1,0.49999999999999994,0.8660254037844387,0,4
ADMINISTRASI PAROKI,DIY,2024-02-01,5.0,6.0,4.0,14.0,14.0,4.0,18.0,32.0,15.0,6.0,8.0,17.0,46.0,8.0,10.0,15.333333333333334,2024,2,0.8660254037844386,0.5000000000000001,0,4
ADMINISTRASI PAROKI,DIY,2024-03-01,3.0,5.0,6.0,4.0,14.0,14.0,4.0,18.0,32.0,15.0,6.0,8.0,17.0,5.0,7.833333333333333,11.916666666666666,2024,3,1.0,6.123233995736766e-17,0,4
ADMINISTRASI PAROKI,DIY,2024-04-01,14.0,3.0,5.0,6.0,4.0,14.0,14.0,4.0,18.0,32.0,15.0,6.0,8.0,4.666666666666667,7.666666666666667,10.75,2024,4,0.8660254037844387,-0.4999999999999998,0,4
ADMINISTRASI PAROKI,DIY,2024-05-01,16.0,14.0,3.0,5.0,6.0,4.0,14.0,14.0,4.0,18.0,32.0,15.0,6.0,7.333333333333333,7.666666666666667,11.25,2024,5,0.49999999999999994,-0.8660254037844387,0,4
ADMINISTRASI PAROKI,DIY,2024-06-01,6.0,16.0,14.0,3.0,5.0,6.0,4.0,14.0,14.0,4.0,18.0,32.0,15.0,11.0,8.0,12.083333333333334,2024,6,1.2246467991473532e-16,-1.0,0,4
ADMINISTRASI PAROKI,DIY,2024-07-01,14.0,6.0,16.0,14.0,3.0,5.0,6.0,4.0,14.0,14.0,4.0,18.0,32.0,12.0,8.333333333333334,11.333333333333334,2024,7,-0.4999999999999997,-0.8660254037844388,0,4
ADMINISTRASI PAROKI,DIY,2024-08-01,4.0,14.0,6.0,16.0,14.0,3.0,5.0,6.0,4.0,14.0,14.0,4.0,18.0,12.0,9.666666666666666,9.833333333333334,2024,8,-0.8660254037844385,-0.5000000000000004,0,4
ADMINISTRASI PAROKI,DIY,2024-09-01,0.0,4.0,14.0,6.0,16.0,14.0,3.0,5.0,6.0,4.0,14.0,14.0,4.0,8.0,9.5,8.666666666666666,2024,9,-1.0,-1.8369701987210297e-16,0,4
ADMINISTRASI PAROKI,DIY,2024-10-01,10.0,0.0,4.0,14.0,6.0,16.0,14.0,3.0,5.0,6.0,4.0,14.0,14.0,6.0,9.0,8.333333333333334,2024,10,-0.8660254037844386,0.5000000000000001,0,4
ADMINISTRASI PAROKI,DIY,2024-11-01,4.0,10.0,0.0,4.0,14.0,6.0,16.0,14.0,3.0,5.0,6.0,4.0,14.0,4.666666666666667,8.333333333333334,8.0,2024,11,-0.5000000000000004,0.8660254037844384,0,4
ADMINISTRASI PAROKI,DKI,2023-01-01,3.0,0.0,0.0,0.0,15.0,0.0,8.0,19.0,0.0,9.0,0.0,0.0,0.0,0.0,3.8333333333333335,4.25,2023,1,0.49999999999999994,0.8660254037844387,0,5
ADMINISTRASI PAROKI,DKI,2023-02-01,7.0,3.0,0.0,0.0,0.0,15.0,0.0,8.0,19.0,0.0,9.0,0.0,0.0,1.0,3.0,4.5,2023,2,0.8660254037844386,0.5000000000000001,0,5
ADMINISTRASI PAROKI,DKI,2023-03-01,0.0,7.0,3.0,0.0,0.0,0.0,15.0,0.0,8.0,19.0,0.0,9.0,0.0,3.3333333333333335,4.166666666666667,5.083333333333333,2023,3,1.0,6.123233995736766e-17,0,5
ADMINISTRASI PAROKI,DKI,2023-04-01,0.0,0.0,7.0,3.0,0.0,0.0,0.0,15.0,0.0,8.0,19.0,0.0,9.0,3.3333333333333335,1.6666666666666667,5.083333333333333,2023,4,0.8660254037844387,-0.4999999999999998,0,5
ADMINISTRASI PAROKI,DKI,2023-05-01,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,15.0,0.0,8.0,19.0,0.0,2.3333333333333335,1.6666666666666667,4.333333333333333,2023,5,0.49999999999999994,-0.8660254037844387,0,5
ADMINISTRASI PAROKI,DKI,2023-06-01,4.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,15.0,0.0,8.0,19.0,0.0,1.6666666666666667,4.333333333333333,2023,6,1.2246467991473532e-16,-1.0,0,5
ADMINISTRASI PAROKI,DKI,2023-07-01,0.0,4.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,15.0,0.0,8.0,1.3333333333333333,2.3333333333333335,3.0833333333333335,2023,7,-0.4999999999999997,-0.8660254037844388,0,5
ADMINISTRASI PAROKI,DKI,2023-08-01,5.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,15.0,0.0,1.3333333333333333,1.8333333333333333,2.4166666666666665,2023,8,-0.8660254037844385,-0.5000000000000004,0,5
ADMINISTRASI PAROKI,DKI,2023-09-01,0.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,15.0,3.0,1.5,2.8333333333333335,2023,9,-1.0,-1.8369701987210297e-16,0,5
ADMINISTRASI PAROKI,DKI,2023-10-01,15.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,1.6666666666666667,1.5,1.5833333333333333,2023,10,-0.8660254037844386,0.5000000000000001,0,5
ADMINISTRASI PAROKI,DKI,2023-11-01,0.0,15.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,6.666666666666667,4.0,2.8333333333333335,2023,11,-0.5000000000000004,0.8660254037844384,0,5
ADMINISTRASI PAROKI,DKI,2023-12-01,0.0,0.0,15.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,0.0,5.0,4.0,2.8333333333333335,2023,12,-2.4492935982947064e-16,1.0,0,5
ADMINISTRASI PAROKI,DKI,2024-01-01,0.0,0.0,0.0,15.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,5.0,3.3333333333333335,2.8333333333333335,2024,1,0.49999999999999994,0.8660254037844387,0,5
ADMINISTRASI PAROKI,DKI,2024-02-01,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,3.3333333333333335,2.5833333333333335,2024,2,0.8660254037844386,0.5000000000000001,0,5
ADMINISTRASI PAROKI,DKI,2024-03-01,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,2.5,2.0,2024,3,1.0,6.123233995736766e-17,0,5
ADMINISTRASI PAROKI,DKI,2024-04-01,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,2.5,2.0,2024,4,0.8660254037844387,-0.4999999999999998,0,5
ADMINISTRASI PAROKI,DKI,2024-05-01,1.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,4.0,0.0,5.0,2.5,3.25,2024,5,0.49999999999999994,-0.8660254037844387,0,5
ADMINISTRASI PAROKI,JABAR,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,6.0,4.0,2.0,0.0,0.3333333333333333,1.9166666666666667,2023,1,0.49999999999999994,0.8660254037844387,0,7
ADMINISTRASI PAROKI,JABAR,2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,6.0,4.0,0.0,0.0,1.75,2023,2,0.8660254037844386,0.5000000000000001,0,7
ADMINISTRASI PAROKI,JABAR,2023-03-01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,6.0,0.0,0.0,1.4166666666666667,2023,3,1.0,6.123233995736766e-17,0,7
ADMINISTRASI PAROKI,JABAR,2023-04-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0833333333333333,2023,4,0.8660254037844387,-0.4999999999999998,0,7
ADMINISTRASI PAROKI,JABAR,2023-05-01,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.6666666666666666,0.3333333333333333,1.0833333333333333,2023,5,0.49999999999999994,-0.8660254037844387,0,7
ADMINISTRASI PAROKI,JABAR,2023-06-01,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.6666666666666666,0.3333333333333333,1.0833333333333333,2023,6,1.2246467991473532e-16,-1.0,0,7
ADMINISTRASI PAROKI,JABAR,2023-07-01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,0.3333333333333333,2023,7,-0.4999999999999997,-0.8660254037844388,0,7
ADMINISTRASI PAROKI,JABAR,2023-08-01,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,2023,8,-0.8660254037844385,-0.5000000000000004,0,7
ADMINISTRASI PAROKI,JABAR,2023-09-01,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.1666666666666667,0.5833333333333334,2023,9,-1.0,-1.8369701987210297e-16,0,7
ADMINISTRASI PAROKI,JABAR,2023-10-01,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.8333333333333334,0.5833333333333334,2023,10,-0.8660254037844386,0.5000000000000001,0,7
ADMINISTRASI PAROKI,JABAR,2023-11-01,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,2023,11,-0.5000000000000004,0.8660254037844384,0,7
ADMINISTRASI PAROKI,JABAR,2023-12-01,2.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.8333333333333333,1.0833333333333333,2023,12,-2.4492935982947064e-16,1.0,0,7
ADMINISTRASI PAROKI,JABAR,2024-01-01,0.0,2.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.6666666666666665,2.1666666666666665,1.25,2024,1,0.49999999999999994,0.8660254037844387,0,7
ADMINISTRASI PAROKI,JABAR,2024-02-01,3.0,0.0,2.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.3333333333333335,2.1666666666666665,1.25,2024,2,0.8660254037844386,0.5000000000000001,0,7
ADMINISTRASI PAROKI,JABAR,2024-03-01,16.0,3.0,0.0,2.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,1.8333333333333333,1.5,2024,3,1.0,6.123233995736766e-17,0,7
ADMINISTRASI PAROKI,JABAR,2024-04-01,0.0,16.0,3.0,0.0,2.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.333333333333333,4.5,2.6666666666666665,2024,4,0.8660254037844387,-0.4999999999999998,0,7
ADMINISTRASI PAROKI,JABAR,2024-05-01,1.0,0.0,16.0,3.0,0.0,2.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,6.333333333333333,4.333333333333333,2.6666666666666665,2024,5,0.49999999999999994,-0.8660254037844387,0,7
ADMINISTRASI PAROKI,JABAR,2024-06-01,0.0,1.0,0.0,16.0,3.0,0.0,2.0,5.0,1.0,0.0,5.0,0.0,0.0,5.666666666666667,3.6666666666666665,2.75,2024,6,1.2246467991473532e-16,-1.0,0,7
ADMINISTRASI PAROKI,JABAR,2024-07-01,0.0,0.0,1.0,0.0,16.0,3.0,0.0,2.0,5.0,1.0,0.0,5.0,0.0,0.3333333333333333,3.3333333333333335,2.75,2024,7,-0.4999999999999997,-0.8660254037844388,0,7
ADMINISTRASI PAROKI,JABAR,2024-08-01,0.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,2.0,5.0,1.0,0.0,5.0,0.3333333333333333,3.3333333333333335,2.75,2024,8,-0.8660254037844385,-0.5000000000000004,0,7
ADMINISTRASI PAROKI,JABAR,2024-09-01,0.0,0.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,2.0,5.0,1.0,0.0,0.0,2.8333333333333335,2.3333333333333335,2024,9,-1.0,-1.8369701987210297e-16,0,7
ADMINISTRASI PAROKI,JABAR,2024-10-01,2.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,2.0,5.0,1.0,0.0,0.16666666666666666,2.3333333333333335,2024,10,-0.8660254037844386,0.5000000000000001,0,7
ADMINISTRASI PAROKI,JATENG,2023-01-01,84.0,1.0,6.0,1.0,7.0,11.0,6.0,11.0,8.0,16.0,0.0,0.0,1.0,2.6666666666666665,5.333333333333333,5.666666666666667,2023,1,0.49999999999999994,0.8660254037844387,0,9
ADMINISTRASI PAROKI,JATENG,2023-02-01,19.0,84.0,1.0,6.0,1.0,7.0,11.0,6.0,11.0,8.0,16.0,0.0,0.0,30.333333333333332,18.333333333333332,12.583333333333334,2023,2,0.8660254037844386,0.5000000000000001,0,9
ADMINISTRASI PAROKI,JATENG,2023-03-01,4.0,19.0,84.0,1.0,6.0,1.0,7.0,11.0,6.0,11.0,8.0,16.0,0.0,34.666666666666664,19.666666666666668,14.166666666666666,2023,3,1.0,6.123233995736766e-17,0,9
ADMINISTRASI PAROKI,JATENG,2023-04-01,5.0,4.0,19.0,84.0,1.0,6.0,1.0,7.0,11.0,6.0,11.0,8.0,16.0,35.666666666666664,19.166666666666668,14.5,2023,4,0.8660254037844387,-0.4999999999999998,0,9
ADMINISTRASI PAROKI,JATENG,2023-05-01,8.0,5.0,4.0,19.0,84.0,1.0,6.0,1.0,7.0,11.0,6.0,11.0,8.0,9.333333333333334,19.833333333333332,13.583333333333334,2023,5,0.49999999999999994,-0.8660254037844387,0,9
ADMINISTRASI PAROKI,JATENG,2023-06-01,27.0,8.0,5.0,4.0,19.0,84.0,1.0,6.0,1.0,7.0,11.0,6.0,11.0,5.666666666666667,20.166666666666668,13.583333333333334,2023,6,1.2246467991473532e-16,-1.0,0,9
ADMINISTRASI PAROKI,JATENG,2023-07-01,10.0,27.0,8.0,5.0,4.0,19.0,84.0,1.0,6.0,1.0,7.0,11.0,6.0,13.333333333333334,24.5,14.916666666666666,2023,7,-0.4999999999999997,-0.8660254037844388,0,9
ADMINISTRASI PAROKI,JATENG,2023-08-01,22.0,10.0,27.0,8.0,5.0,4.0,19.0,84.0,1.0,6.0,1.0,7.0,11.0,15.0,12.166666666666666,15.25,2023,8,-0.8660254037844385,-0.5000000000000004,0,9
ADMINISTRASI PAROKI,JATENG,2023-09-01,10.0,22.0,10.0,27.0,8.0,5.0,4.0,19.0,84.0,1.0,6.0,1.0,7.0,19.666666666666668,12.666666666666666,16.166666666666668,2023,9,-1.0,-1.8369701987210297e-16,0,9
ADMINISTRASI PAROKI,JATENG,2023-10-01,26.0,10.0,22.0,10.0,27.0,8.0,5.0,4.0,19.0,84.0,1.0,6.0,1.0,14.0,13.666666666666666,16.416666666666668,2023,10,-0.8660254037844386,0.5000000000000001,0,9
ADMINISTRASI PAROKI,JATENG,2023-11-01,18.0,26.0,10.0,22.0,10.0,27.0,8.0,5.0,4.0,19.0,84.0,1.0,6.0,19.333333333333332,17.166666666666668,18.5,2023,11,-0.5000000000000004,0.8660254037844384,0,9
ADMINISTRASI PAROKI,JATENG,2023-12-01,5.0,18.0,26.0,10.0,22.0,10.0,27.0,8.0,5.0,4.0,19.0,84.0,1.0,18.0,18.833333333333332,19.5,2023,12,-2.4492935982947064e-16,1.0,0,9
ADMINISTRASI PAROKI,JATENG,2024-01-01,4.0,5.0,18.0,26.0,10.0,22.0,10.0,27.0,8.0,5.0,4.0,19.0,84.0,16.333333333333332,15.166666666666666,19.833333333333332,2024,1,0.49999999999999994,0.8660254037844387,0,9
ADMINISTRASI PAROKI,JATENG,2024-02-01,16.0,4.0,5.0,18.0,26.0,10.0,22.0,10.0,27.0,8.0,5.0,4.0,19.0,9.0,14.166666666666666,13.166666666666666,2024,2,0.8660254037844386,0.5000000000000001,0,9
ADMINISTRASI PAROKI,JATENG,2024-03-01,1.0,16.0,4.0,5.0,18.0,26.0,10.0,22.0,10.0,27.0,8.0,5.0,4.0,8.333333333333334,13.166666666666666,12.916666666666666,2024,3,1.0,6.123233995736766e-17,0,9
ADMINISTRASI PAROKI,JATENG,2024-04-01,10.0,1.0,16.0,4.0,5.0,18.0,26.0,10.0,22.0,10.0,27.0,8.0,5.0,7.0,11.666666666666666,12.666666666666666,2024,4,0.8660254037844387,-0.4999999999999998,0,9
ADMINISTRASI PAROKI,JATENG,2024-05-01,39.0,10.0,1.0,16.0,4.0,5.0,18.0,26.0,10.0,22.0,10.0,27.0,8.0,9.0,9.0,13.083333333333334,2024,5,0.49999999999999994,-0.8660254037844387,0,9
ADMINISTRASI PAROKI,JATENG,2024-06-01,0.0,39.0,10.0,1.0,16.0,4.0,5.0,18.0,26.0,10.0,22.0,10.0,27.0,16.666666666666668,12.5,15.666666666666666,2024,6,1.2246467991473532e-16,-1.0,0,9
ADMINISTRASI PAROKI,JATENG,2024-07-01,11.0,0.0,39.0,10.0,1.0,16.0,4.0,5.0,18.0,26.0,10.0,22.0,10.0,16.333333333333332,11.666666666666666,13.416666666666666,2024,7,-0.4999999999999997,-0.8660254037844388,0,9
ADMINISTRASI PAROKI,JATENG,2024-08-01,6.0,11.0,0.0,39.0,10.0,1.0,16.0,4.0,5.0,18.0,26.0,10.0,22.0,16.666666666666668,12.833333333333334,13.5,2024,8,-0.8660254037844385,-0.5000000000000004,0,9
ADMINISTRASI PAROKI,JATENG,2024-09-01,11.0,6.0,11.0,0.0,39.0,10.0,1.0,16.0,4.0,5.0,18.0,26.0,10.0,5.666666666666667,11.166666666666666,12.166666666666666,2024,9,-1.0,-1.8369701987210297e-16,0,9
ADMINISTRASI PAROKI,JATENG,2024-10-01,10.0,11.0,6.0,11.0,0.0,39.0,10.0,1.0,16.0,4.0,5.0,18.0,26.0,9.333333333333334,12.833333333333334,12.25,2024,10,-0.8660254037844386,0.5000000000000001,0,9
ADMINISTRASI PAROKI,JATENG,2024-11-01,0.0,10.0,11.0,6.0,11.0,0.0,39.0,10.0,1.0,16.0,4.0,5.0,18.0,9.0,12.833333333333334,10.916666666666666,2024,11,-0.5000000000000004,0.8660254037844384,0,9
ADMINISTRASI PAROKI,JATENG,2024-12-01,14.0,0.0,10.0,11.0,6.0,11.0,0.0,39.0,10.0,1.0,16.0,4.0,5.0,7.0,6.333333333333333,9.416666666666666,2024,12,-2.4492935982947064e-16,1.0,0,9
ADMINISTRASI PAROKI,JATIM,2023-01-01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,1.5,2023,1,0.49999999999999994,0.8660254037844387,0,10
ADMINISTRASI PAROKI,JATIM,2023-02-01,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,0.0,0.0,1.0,0.5,1.6666666666666667,2023,2,0.8660254037844386,0.5000000000000001,0,10
ADMINISTRASI PAROKI,JATIM,2023-03-01,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,0.0,1.6666666666666667,0.8333333333333334,1.8333333333333333,2023,3,1.0,6.123233995736766e-17,0,10
ADMINISTRASI PAROKI,JATIM,2023-04-01,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,2.0,1.0,1.9166666666666667,2023,4,0.8660254037844387,-0.4999999999999998,0,10
ADMINISTRASI PAROKI,JATIM,2023-05-01,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.3333333333333335,1.6666666666666667,1.4166666666666667,2023,5,0.49999999999999994,-0.8660254037844387,0,10
ADMINISTRASI PAROKI,JATIM,2023-06-01,8.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6666666666666667,1.6666666666666667,1.1666666666666667,2023,6,1.2246467991473532e-16,-1.0,0,10
ADMINISTRASI PAROKI,JATIM,2023-07-01,11.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.5,2023,7,-0.4999999999999997,-0.8660254037844388,0,10
ADMINISTRASI PAROKI,JATIM,2023-08-01,0.0,11.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,4.333333333333333,2.4166666666666665,2023,8,-0.8660254037844385,-0.5000000000000004,0,10
ADMINISTRASI PAROKI,JATIM,2023-09-01,0.0,0.0,11.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,6.333333333333333,4.0,2.4166666666666665,2023,9,-1.0,-1.8369701987210297e-16,0,10
ADMINISTRASI PAROKI,JATIM,2023-10-01,2.0,0.0,0.0,11.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,3.6666666666666665,3.8333333333333335,2.4166666666666665,2023,10,-0.8660254037844386,0.5000000000000001,0,10
ADMINISTRASI PAROKI,JATIM,2023-11-01,0.0,2.0,0.0,0.0,11.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.6666666666666666,3.5,2.5833333333333335,2023,11,-0.5000000000000004,0.8660254037844384,0,10
ADMINISTRASI PAROKI,JATIM,2023-12-01,0.0,0.0,2.0,0.0,0.0,11.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0,0.6666666666666666,3.5,2.5833333333333335,2023,12,-2.4492935982947064e-16,1.0,0,10
ADMINISTRASI PAROKI,JATIM,2024-01-01,0.0,0.0,0.0,2.0,0.0,0.0,11.0,8.0,0.0,4.0,1.0,2.0,3.0,0.6666666666666666,2.1666666666666665,2.5833333333333335,2024,1,0.49999999999999994,0.8660254037844387,0,10
ADMINISTRASI PAROKI,JATIM,2024-02-01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,8.0,0.0,4.0,1.0,2.0,0.0,0.3333333333333333,2.3333333333333335,2024,2,0.8660254037844386,0.5000000000000001,0,10
ADMINISTRASI PAROKI,JATIM,2024-03-01,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,8.0,0.0,4.0,1.0,0.0,0.3333333333333333,2.1666666666666665,2024,3,1.0,6.123233995736766e-17,0,10
ADMINISTRASI PAROKI,JATIM,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,8.0,0.0,4.0,0.0,0.3333333333333333,2.0833333333333335,2024,4,0.8660254037844387,-0.4999999999999998,0,10
ADMINISTRASI PAROKI,JATIM,2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,1.75,2024,5,0.49999999999999994,-0.8660254037844387,0,10
ADMINISTRASI PAROKI,JATIM,2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,8.0,0.0,0.0,1.75,2024,6,1.2246467991473532e-16,-1.0,0,10
ADMINISTRASI PAROKI,JATIM,2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0833333333333333,2024,7,-0.4999999999999997,-0.8660254037844388,0,10
ADMINISTRASI PAROKI,JATIM,2024-08-01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.16666666666666666,2024,8,-0.8660254037844385,-0.5000000000000004,0,10
ADMINISTRASI PAROKI,KALTIM,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,1,0.49999999999999994,0.8660254037844387,0,15
ADMINISTRASI PAROKI,KALTIM,2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2,0.8660254037844386,0.5000000000000001,0,15
ADMINISTRASI PAROKI,KALTIM,2023-03-01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,3,1.0,6.123233995736766e-17,0,15
